Denizli(Pamukkale)|2016|01-January|383.0|
||02-February|535.0|
||03-March|692.0|
||04-April|521.0|
||05-May|530.0|
||06-June|549.0|
||07-July|338.0|
Diyarbakır(Bağlar)|2016|01-January|256.0|
||02-February|225.0|
||03-March|311.0|
||04-April|321.0|
||05-May|253.0|
||06-June|287.0|
||07-July|199.0|
Diyarbakır(Kayapınar)|2016|01-January|421.0|
||02-February|565.0|
||03-March|632.0|
||04-April|620.0|
||05-May|614.0|
||06-June|648.0|
||07-July|535.0|
Diyarbakır(Yenişehir)|2016|01-January|112.0|
||02-February|156.0|
||03-March|207.0|
||04-April|141.0|
||05-May|939.0|
||06-June|118.0|
||07-July|127.0|
Düzce(Merkez)|2016|01-January|279.0|
||02-February|341.0|
||03-March|440.0|
||04-April|358.0|
||05-May|363.0|
||06-June|429.0|
||07-July|298.0|
Edirne(Merkez)|2016|01-January|215.0|
||02-February|254.0|
||03-March|388.0|
||04-April|309.0|
||05-May|364.0|
||06-June|350.0|
||07-July|349.0|
Elazığ(Merkez)|2016|01-January|465.0|
||02-February|639.0|
||03-March|839.0|
||04-April|657.0|
||05-May|726.0|
||06-June|637.0|
||07-July|665.0|
Erzurum(Palandöken)|2016|01-January|121.0|
||02-February|109.0|
||03-March|198.0|
||04-April|140.0|
||05-May|178.0|
||06-June|144.0|
||07-July|127.0|
Erzurum(Yakutiye)|2016|01-January|176.0|
||02-February|195.0|
||03-March|241.0|
||04-April|201.0|
||05-May|284.0|
||06-June|205.0|
||07-July|242.0|
Eskişehir(Odunpazarı)|2016|01-January|699.0|
||02-February|707.0|
||03-March|971.0|
||04-April|802.0|
||05-May|815.0|
||06-June|914.0|
||07-July|704.0|
Eskişehir(Tepebaşı)|2016|01-January|727.0|
||02-February|852.0|
||03-March|1023.0|
||04-April|956.0|
||05-May|932.0|
||06-June|978.0|
||07-July|723.0|
Gaziantep(Şahinbey)|2016|01-January|791.0|
||02-February|919.0|
||03-March|1126.0|
||04-April|1012.0|
||05-May|1063.0|
||06-June|1045.0|
||07-July|1021.0|
Gaziantep(Şehitkamil)|2016|01-January|509.0|
||02-February|692.0|
||03-March|868.0|
||04-April|760.0|
||05-May|834.0|
||06-June|778.0|
||07-July|649.0|
Hatay(Antakya)|2016|01-January|220.0|
||02-February|324.0|
||03-March|387.0|
||04-April|273.0|
||05-May|287.0|
||06-June|337.0|
||07-July|282.0|
Hatay(İskenderun)|2016|01-January|254.0|
||02-February|322.0|
||03-March|436.0|
||04-April|373.0|
||05-May|469.0|
||06-June|411.0|
||07-July|290.0|
Isparta(Merkez)|2016|01-January|284.0|
||02-February|305.0|
||03-March|279.0|
||04-April|360.0|
||05-May|358.0|
||06-June|399.0|
||07-July|294.0|
İstanbul(Arnavutköy)|2016|01-January|290.0|
||02-February|302.0|
||03-March|347.0|
||04-April|306.0|
||05-May|345.0|
||06-June|354.0|
||07-July|125.0|
İstanbul(Ataşehir)|2016|01-January|435.0|
||02-February|510.0|
||03-March|588.0|
||04-April|595.0|
||05-May|513.0|
||06-June|495.0|
||07-July|280.0|
İstanbul(Avcılar)|2016|01-January|428.0|
||02-February|483.0|
||03-March|755.0|
||04-April|697.0|
||05-May|576.0|
||06-June|590.0|
||07-July|305.0|
İstanbul(Bağcılar)|2016|01-January|227.0|
||02-February|374.0|
||03-March|339.0|
||04-April|322.0|
||05-May|330.0|
||06-June|302.0|
||07-July|159.0|
İstanbul(Bahçelievler)|2016|01-January|532.0|
||02-February|632.0|
||03-March|742.0|
||04-April|591.0|
||05-May|663.0|
||06-June|620.0|
||07-July|381.0|
İstanbul(Bakırköy)|2016|01-January|252.0|
||02-February|365.0|
||03-March|357.0|
||04-April|371.0|
||05-May|298.0|
||06-June|303.0|
||07-July|147.0|
İstanbul(Başakşehir)|2016|01-January|378.0|
||02-February|452.0|
||03-March|850.0|
||04-April|787.0|
||05-May|659.0|
||06-June|838.0|
||07-July|308.0|
İstanbul(Bayrampaşa)|2016|01-January|209.0|
||02-February|312.0|
||03-March|310.0|
||04-April|271.0|
||05-May|266.0|
||06-June|261.0|
||07-July|150.0|
İstanbul(Beşiktaş)|2016|01-January|183.0|
||02-February|231.0|
||03-March|209.0|
||04-April|229.0|
||05-May|210.0|
||06-June|217.0|
||07-July|132.0|
İstanbul(Beykoz)|2016|01-January|29.0|
||02-February|33.0|
||03-March|25.0|
||04-April|25.0|
||05-May|36.0|
||06-June|25.0|
||07-July|16.0|
İstanbul(Beylikdüzü)|2016|01-January|794.0|
||02-February|887.0|
||03-March|1010.0|
||04-April|962.0|
||05-May|871.0|
||06-June|917.0|
||07-July|531.0|
İstanbul(Beyoğlu)|2016|01-January|164.0|
||02-February|180.0|
||03-March|157.0|
||04-April|169.0|
||05-May|153.0|
||06-June|169.0|
||07-July|96.0|
İstanbul(Büyükçekmece)|2016|01-January|375.0|
||02-February|442.0|
||03-March|544.0|
||04-April|512.0|
||05-May|500.0|
||06-June|495.0|
||07-July|335.0|
İstanbul(Çekmeköy)|2016|01-January|301.0|
||02-February|383.0|
||03-March|417.0|
||04-April|375.0|
||05-May|378.0|
||06-June|394.0|
||07-July|280.0|
İstanbul(Esenler)|2016|01-January|208.0|
||02-February|236.0|
||03-March|331.0|
||04-April|278.0|
||05-May|1724.0|
||06-June|384.0|
||07-July|447.0|
İstanbul(Esenyurt)|2016|01-January|2661.0|
||02-February|2939.0|
||03-March|3753.0|
||04-April|3397.0|
||05-May|3674.0|
||06-June|3288.0|
||07-July|2145.0|
İstanbul(Eyüp)|2016|01-January|329.0|
||02-February|380.0|
||03-March|520.0|
||04-April|415.0|
||05-May|408.0|
||06-June|394.0|
||07-July|267.0|
İstanbul(Fatih)|2016|01-January|250.0|
||02-February|348.0|
||03-March|382.0|
||04-April|344.0|
||05-May|305.0|
||06-June|278.0|
||07-July|172.0|
İstanbul(Gaziosmanpaşa)|2016|01-January|375.0|
||02-February|429.0|
||03-March|532.0|
||04-April|417.0|
||05-May|376.0|
||06-June|367.0|
||07-July|247.0|
İstanbul(Güngören)|2016|01-January|198.0|
||02-February|206.0|
||03-March|253.0|
||04-April|202.0|
||05-May|232.0|
||06-June|207.0|
||07-July|96.0|
İstanbul(Kadıköy)|2016|01-January|551.0|
||02-February|612.0|
||03-March|646.0|
||04-April|662.0|
||05-May|665.0|
||06-June|597.0|
||07-July|389.0|
İstanbul(Kağıthane)|2016|01-January|522.0|
||02-February|573.0|
||03-March|629.0|
||04-April|559.0|
||05-May|527.0|
||06-June|593.0|
||07-July|324.0|
İstanbul(Kartal)|2016|01-January|605.0|
||02-February|719.0|
||03-March|997.0|
||04-April|668.0|
||05-May|673.0|
||06-June|1222.0|
||07-July|543.0|
İstanbul(Küçükçekmece)|2016|01-January|384.0|
||02-February|475.0|
||03-March|608.0|
||04-April|522.0|
||05-May|493.0|
||06-June|573.0|
||07-July|359.0|
İstanbul(Maltepe)|2016|01-January|541.0|
||02-February|532.0|
||03-March|683.0|
||04-April|535.0|
||05-May|611.0|
||06-June|613.0|
||07-July|329.0|
İstanbul(Pendik)|2016|01-January|719.0|
||02-February|688.0|
||03-March|906.0|
||04-April|829.0|
||05-May|847.0|
||06-June|885.0|
||07-July|586.0|
İstanbul(Sancaktepe)|2016|01-January|749.0|
||02-February|817.0|
||03-March|1002.0|
||04-April|865.0|
||05-May|1572.0|
||06-June|1013.0|
||07-July|618.0|
İstanbul(Sarıyer)|2016|01-January|124.0|
||02-February|167.0|
||03-March|164.0|
||04-April|167.0|
||05-May|153.0|
||06-June|163.0|
||07-July|92.0|
İstanbul(Silivri)|2016|01-January|241.0|
||02-February|459.0|
||03-March|483.0|
||04-April|416.0|
||05-May|414.0|
||06-June|408.0|
||07-July|299.0|
İstanbul(Şişli)|2016|01-January|256.0|
||02-February|362.0|
||03-March|400.0|
||04-April|359.0|
||05-May|327.0|
||06-June|395.0|
||07-July|168.0|
İstanbul(Sultanbeyli)|2016|01-January|108.0|
||02-February|99.0|
||03-March|115.0|
||04-April|108.0|
||05-May|133.0|
||06-June|168.0|
||07-July|65.0|
İstanbul(Sultangazi)|2016|01-January|377.0|
||02-February|481.0|
||03-March|553.0|
||04-April|490.0|
||05-May|474.0|
||06-June|468.0|
||07-July|292.0|
İstanbul(Tuzla)|2016|01-January|402.0|
||02-February|575.0|
||03-March|601.0|
||04-April|552.0|
||05-May|501.0|
||06-June|621.0|
||07-July|292.0|
İstanbul(Ümraniye)|2016|01-January|575.0|
||02-February|698.0|
||03-March|915.0|
||04-April|736.0|
||05-May|710.0|
||06-June|720.0|
||07-July|458.0|
İstanbul(Üsküdar)|2016|01-January|308.0|
||02-February|374.0|
||03-March|428.0|
||04-April|398.0|
||05-May|380.0|
||06-June|392.0|
||07-July|258.0|
İstanbul(Zeytinburnu)|2016|01-January|347.0|
||02-February|245.0|
||03-March|287.0|
||04-April|264.0|
||05-May|473.0|
||06-June|502.0|
||07-July|137.0|
İzmir(Bayraklı)|2016|01-January|205.0|
||02-February|297.0|
||03-March|372.0|
||04-April|355.0|
||05-May|303.0|
||06-June|317.0|
||07-July|229.0|
İzmir(Bornova)|2016|01-January|232.0|
||02-February|311.0|
||03-March|371.0|
||04-April|312.0|
||05-May|314.0|
||06-June|297.0|
||07-July|257.0|
İzmir(Buca)|2016|01-January|503.0|
||02-February|560.0|
||03-March|670.0|
||04-April|614.0|
||05-May|611.0|
||06-June|643.0|
||07-July|475.0|
İzmir(Çiğli)|2016|01-January|439.0|
||02-February|636.0|
||03-March|541.0|
||04-April|443.0|
||05-May|437.0|
||06-June|518.0|
||07-July|262.0|
İzmir(Karabağlar)|2016|01-January|424.0|
||02-February|532.0|
||03-March|667.0|
||04-April|555.0|
||05-May|558.0|
||06-June|527.0|
||07-July|319.0|
İzmir(Karşıyaka)|2016|01-January|740.0|
||02-February|877.0|
||03-March|963.0|
||04-April|842.0|
||05-May|858.0|
||06-June|876.0|
||07-July|506.0|
İzmir(Konak)|2016|01-January|336.0|
||02-February|409.0|
||03-March|446.0|
||04-April|412.0|
||05-May|430.0|
||06-June|400.0|
||07-July|269.0|
İzmir(Torbalı)|2016|01-January|357.0|
||02-February|452.0|
||03-March|504.0|
||04-April|376.0|
||05-May|456.0|
||06-June|515.0|
||07-July|352.0|
Kahramanmaraş(Dulkadiroğlu)|2016|01-January|82.0|
||02-February|97.0|
||03-March|424.0|
||04-April|166.0|
||05-May|571.0|
||06-June|100.0|
||07-July|99.0|
Kahramanmaraş(Onikişubat)|2016|01-January|397.0|
||02-February|490.0|
||03-March|585.0|
||04-April|582.0|
||05-May|573.0|
||06-June|656.0|
||07-July|600.0|
Karaman(Merkez)|2016|01-January|222.0|
||02-February|192.0|
||03-March|216.0|
||04-April|222.0|
||05-May|247.0|
||06-June|200.0|
||07-July|255.0|
Kayseri(Kocasinan)|2016|01-January|582.0|
||02-February|694.0|
||03-March|722.0|
||04-April|729.0|
||05-May|685.0|
||06-June|640.0|
||07-July|702.0|
Kayseri(Melikgazi)|2016|01-January|844.0|
||02-February|1173.0|
||03-March|1038.0|
||04-April|921.0|
||05-May|1017.0|
||06-June|904.0|
||07-July|844.0|
Kayseri(Talas)|2016|01-January|491.0|
||02-February|480.0|
||03-March|469.0|
||04-April|468.0|
||05-May|521.0|
||06-June|514.0|
||07-July|452.0|
Kırıkkale(Merkez)|2016|01-January|201.0|
||02-February|281.0|
||03-March|274.0|
||04-April|284.0|
||05-May|290.0|
||06-June|260.0|
||07-July|283.0|
Kocaeli(Darıca)|2016|01-January|197.0|
||02-February|226.0|
||03-March|293.0|
||04-April|208.0|
||05-May|255.0|
||06-June|311.0|
||07-July|159.0|
Kocaeli(Gebze)|2016|01-January|319.0|
||02-February|369.0|
||03-March|436.0|
||04-April|386.0|
||05-May|447.0|
||06-June|514.0|
||07-July|331.0|
Kocaeli(İzmit)|2016|01-January|466.0|
||02-February|581.0|
||03-March|693.0|
||04-April|610.0|
||05-May|801.0|
||06-June|662.0|
||07-July|416.0|
Konya(Karatay)|2016|01-January|319.0|
||02-February|399.0|
||03-March|459.0|
||04-April|360.0|
||05-May|397.0|
||06-June|357.0|
||07-July|276.0|
Konya(Meram)|2016|01-January|255.0|
||02-February|281.0|
||03-March|325.0|
||04-April|253.0|
||05-May|325.0|
||06-June|290.0|
||07-July|188.0|
Konya(Selçuklu)|2016|01-January|964.0|
||02-February|1129.0|
||03-March|1309.0|
||04-April|1163.0|
||05-May|1168.0|
||06-June|1061.0|
||07-July|877.0|
Kütahya(Merkez)|2016|01-January|336.0|
||02-February|425.0|
||03-March|505.0|
||04-April|458.0|
||05-May|480.0|
||06-June|455.0|
||07-July|460.0|
Malatya(Battalgazi)|2016|01-January|258.0|
||02-February|336.0|
||03-March|390.0|
||04-April|480.0|
||05-May|411.0|
||06-June|340.0|
||07-July|310.0|
Malatya(Yeşilyurt)|2016|01-January|434.0|
||02-February|455.0|
||03-March|537.0|
||04-April|523.0|
||05-May|537.0|
||06-June|552.0|
||07-July|457.0|
Manisa(Akhisar)|2016|01-January|181.0|
||02-February|184.0|
||03-March|245.0|
||04-April|183.0|
||05-May|180.0|
||06-June|180.0|
||07-July|176.0|
Manisa(Salihli)|2016|01-January|157.0|
||02-February|213.0|
||03-March|278.0|
||04-April|263.0|
||05-May|243.0|
||06-June|256.0|
||07-July|144.0|
Manisa(Şehzadeler)|2016|01-January|143.0|
||02-February|185.0|
||03-March|200.0|
||04-April|177.0|
||05-May|188.0|
||06-June|176.0|
||07-July|126.0|
Manisa(Turgutlu)|2016|01-January|192.0|
||02-February|233.0|
||03-March|301.0|
||04-April|292.0|
||05-May|268.0|
||06-June|272.0|
||07-July|216.0|
Manisa(Yunusemre)|2016|01-January|379.0|
||02-February|475.0|
||03-March|539.0|
||04-April|503.0|
||05-May|508.0|
||06-June|491.0|
||07-July|366.0|
Mardin(Artuklu)|2016|01-January|208.0|
||02-February|227.0|
||03-March|259.0|
||04-April|250.0|
||05-May|270.0|
||06-June|233.0|
||07-July|197.0|
Mardin(Kızıltepe)|2016|01-January|111.0|
||02-February|126.0|
||03-March|165.0|
||04-April|149.0|
||05-May|173.0|
||06-June|163.0|
||07-July|196.0|
Mersin(Akdeniz)|2016|01-January|133.0|
||02-February|184.0|
||03-March|220.0|
||04-April|197.0|
||05-May|180.0|
||06-June|191.0|
||07-July|124.0|
Mersin(Mezitli)|2016|01-January|438.0|
||02-February|559.0|
||03-March|616.0|
||04-April|556.0|
||05-May|686.0|
||06-June|591.0|
||07-July|469.0|
Mersin(Tarsus)|2016|01-January|145.0|
||02-February|198.0|
||03-March|248.0|
||04-April|200.0|
||05-May|292.0|
||06-June|253.0|
||07-July|195.0|
Mersin(Toroslar)|2016|01-January|256.0|
||02-February|271.0|
||03-March|315.0|
||04-April|333.0|
||05-May|318.0|
||06-June|295.0|
||07-July|244.0|
Mersin(Yenişehir)|2016|01-January|556.0|
||02-February|826.0|
||03-March|771.0|
||04-April|738.0|
||05-May|671.0|
||06-June|675.0|
||07-July|540.0|
Muğla(Bodrum)|2016|01-January|332.0|
||02-February|372.0|
||03-March|443.0|
||04-April|473.0|
||05-May|398.0|
||06-June|462.0|
||07-July|387.0|
Muş(Merkez)|2016|01-January|45.0|
||02-February|56.0|
||03-March|101.0|
||04-April|65.0|
||05-May|76.0|
||06-June|70.0|
||07-July|54.0|
Niğde(Merkez)|2016|01-January|207.0|
||02-February|254.0|
||03-March|268.0|
||04-April|259.0|
||05-May|369.0|
||06-June|387.0|
||07-July|313.0|
Ordu(Altınordu)|2016|01-January|278.0|
||02-February|277.0|
||03-March|422.0|
||04-April|341.0|
||05-May|298.0|
||06-June|284.0|
||07-July|337.0|
Osmaniye(Merkez)|2016|01-January|281.0|
||02-February|371.0|
||03-March|415.0|
||04-April|363.0|
||05-May|326.0|
||06-June|251.0|
||07-July|251.0|
Sakarya(Adapazarı)|2016|01-January|305.0|
||02-February|392.0|
||03-March|393.0|
||04-April|415.0|
||05-May|433.0|
||06-June|447.0|
||07-July|282.0|
Samsun(Atakum)|2016|01-January|484.0|
||02-February|496.0|
||03-March|829.0|
||04-April|645.0|
||05-May|706.0|
||06-June|618.0|
||07-July|584.0|
Samsun(İlkadım)|2016|01-January|456.0|
||02-February|558.0|
||03-March|579.0|
||04-April|558.0|
||05-May|561.0|
||06-June|441.0|
||07-July|432.0|
Şanlıurfa(Siverek)|2016|01-January|86.0|
||02-February|117.0|
||03-March|115.0|
||04-April|100.0|
||05-May|83.0|
||06-June|78.0|
||07-July|66.0|
Şanlıurfa(Viranşehir)|2016|01-January|92.0|
||02-February|157.0|
||03-March|141.0|
||04-April|114.0|
||05-May|53.0|
||06-June|71.0|
||07-July|69.0|
Siirt(Merkez)|2016|01-January|72.0|
||02-February|100.0|
||03-March|122.0|
||04-April|179.0|
||05-May|164.0|
||06-June|116.0|
||07-July|135.0|
Sivas(Merkez)|2016|01-January|366.0|
||02-February|340.0|
||03-March|452.0|
||04-April|448.0|
||05-May|502.0|
||06-June|560.0|
||07-July|623.0|
Tekirdağ(Çerkezköy)|2016|01-January|418.0|
||02-February|503.0|
||03-March|653.0|
||04-April|731.0|
||05-May|614.0|
||06-June|508.0|
||07-July|363.0|
Tekirdağ(Çorlu)|2016|01-January|496.0|
||02-February|643.0|
||03-March|749.0|
||04-April|652.0|
||05-May|650.0|
||06-June|685.0|
||07-July|459.0|
Tekirdağ(Süleymanpaşa)|2016|01-January|347.0|
||02-February|572.0|
||03-March|602.0|
||04-April|628.0|
||05-May|557.0|
||06-June|580.0|
||07-July|429.0|
Tokat(Merkez)|2016|01-January|171.0|
||02-February|257.0|
||03-March|280.0|
||04-April|221.0|
||05-May|230.0|
||06-June|208.0|
||07-July|186.0|
Trabzon(Ortahisar)|2016|01-January|374.0|
||02-February|458.0|
||03-March|594.0|
||04-April|423.0|
||05-May|560.0|
||06-June|525.0|
||07-July|426.0|
Uşak(Merkez)|2016|01-January|248.0|
||02-February|335.0|
||03-March|487.0|
||04-April|285.0|
||05-May|408.0|
||06-June|403.0|
||07-July|336.0|
Van(Erciş)|2016|01-January|14.0|
||02-February|2283.0|
||03-March|13.0|
||04-April|17.0|
||05-May|15.0|
||06-June|11.0|
||07-July|17.0|
Van(İpekyolu)|2016|01-January|650.0|
||02-February|800.0|
||03-March|330.0|
||04-April|225.0|
||05-May|280.0|
||06-June|290.0|
||07-July|230.0|
Zonguldak(Ereğli)|2016|01-January|113.0|
||02-February|140.0|
||03-March|189.0|
||04-April|158.0|
||05-May|202.0|
||06-June|153.0|
||07-July|151.0|
||||
