|||08-August|51.0|
|||09-September|70.0|
|||10-October|50.0|
|||11-November|56.0|
|||12-December|86.0|
Aydın|1. (First Sales)|2014|01-January|779.0|
|||02-February|685.0|
|||03-March|869.0|
|||04-April|719.0|
|||05-May|720.0|
|||06-June|802.0|
|||07-July|699.0|
|||08-August|1002.0|
|||09-September|1041.0|
|||10-October|818.0|
|||11-November|908.0|
|||12-December|1002.0|
|2. (Second Hand Sales)|2014|01-January|1081.0|
|||02-February|1134.0|
|||03-March|1148.0|
|||04-April|1110.0|
|||05-May|1215.0|
|||06-June|1154.0|
|||07-July|1151.0|
|||08-August|1506.0|
|||09-September|1585.0|
|||10-October|1256.0|
|||11-November|1236.0|
|||12-December|1529.0|
Balıkesir|1. (First Sales)|2014|01-January|768.0|
|||02-February|683.0|
|||03-March|941.0|
|||04-April|693.0|
|||05-May|758.0|
|||06-June|635.0|
|||07-July|710.0|
|||08-August|990.0|
|||09-September|962.0|
|||10-October|848.0|
|||11-November|783.0|
|||12-December|984.0|
|2. (Second Hand Sales)|2014|01-January|914.0|
|||02-February|892.0|
|||03-March|911.0|
|||04-April|941.0|
|||05-May|987.0|
|||06-June|1179.0|
|||07-July|1048.0|
|||08-August|1499.0|
|||09-September|1479.0|
|||10-October|1215.0|
|||11-November|1163.0|
|||12-December|1319.0|
Bartın|1. (First Sales)|2014|01-January|92.0|
|||02-February|92.0|
|||03-March|85.0|
|||04-April|73.0|
|||05-May|75.0|
|||06-June|96.0|
|||07-July|91.0|
|||08-August|122.0|
|||09-September|102.0|
|||10-October|106.0|
|||11-November|98.0|
|||12-December|131.0|
|2. (Second Hand Sales)|2014|01-January|43.0|
|||02-February|55.0|
|||03-March|37.0|
|||04-April|42.0|
|||05-May|74.0|
|||06-June|64.0|
|||07-July|71.0|
|||08-August|80.0|
|||09-September|93.0|
|||10-October|74.0|
|||11-November|52.0|
|||12-December|91.0|
Batman|1. (First Sales)|2014|01-January|137.0|
|||02-February|146.0|
|||03-March|163.0|
|||04-April|153.0|
|||05-May|182.0|
|||06-June|216.0|
|||07-July|123.0|
|||08-August|206.0|
|||09-September|190.0|
|||10-October|160.0|
|||11-November|191.0|
|||12-December|309.0|
|2. (Second Hand Sales)|2014|01-January|86.0|
|||02-February|104.0|
|||03-March|79.0|
|||04-April|84.0|
|||05-May|123.0|
|||06-June|104.0|
|||07-July|77.0|
|||08-August|85.0|
|||09-September|158.0|
|||10-October|77.0|
|||11-November|99.0|
|||12-December|97.0|
Bayburt|1. (First Sales)|2014|01-January|16.0|
|||02-February|15.0|
|||03-March|14.0|
|||04-April|9.0|
|||05-May|11.0|
|||06-June|10.0|
|||07-July|19.0|
|||08-August|23.0|
|||09-September|35.0|
|||10-October|29.0|
|||11-November|371.0|
|||12-December|59.0|
|2. (Second Hand Sales)|2014|01-January|8.0|
|||02-February|7.0|
|||03-March|3.0|
|||04-April|7.0|
|||05-May|3.0|
|||06-June|10.0|
|||07-July|6.0|
|||08-August|22.0|
|||09-September|19.0|
|||10-October|12.0|
|||11-November|4.0|
|||12-December|6.0|
Bilecik|1. (First Sales)|2014|01-January|142.0|
|||02-February|168.0|
|||03-March|123.0|
|||04-April|196.0|
|||05-May|204.0|
|||06-June|149.0|
|||07-July|166.0|
|||08-August|204.0|
|||09-September|238.0|
|||10-October|238.0|
|||11-November|238.0|
|||12-December|372.0|
|2. (Second Hand Sales)|2014|01-January|86.0|
|||02-February|74.0|
|||03-March|100.0|
|||04-April|103.0|
|||05-May|119.0|
|||06-June|129.0|
|||07-July|81.0|
|||08-August|168.0|
|||09-September|189.0|
|||10-October|99.0|
|||11-November|118.0|
|||12-December|134.0|
Bingöl|1. (First Sales)|2014|01-January|9.0|
|||02-February|3.0|
|||03-March|7.0|
|||04-April|6.0|
|||05-May|9.0|
|||06-June|12.0|
|||07-July|30.0|
|||08-August|36.0|
|||09-September|32.0|
|||10-October|30.0|
|||11-November|54.0|
|||12-December|73.0|
|2. (Second Hand Sales)|2014|01-January|21.0|
|||02-February|19.0|
|||03-March|16.0|
|||04-April|23.0|
|||05-May|23.0|
|||06-June|22.0|
|||07-July|15.0|
|||08-August|30.0|
|||09-September|20.0|
|||10-October|21.0|
|||11-November|21.0|
|||12-December|31.0|
Bitlis|1. (First Sales)|2014|01-January|15.0|
|||02-February|36.0|
|||03-March|31.0|
|||04-April|31.0|
|||05-May|31.0|
|||06-June|24.0|
|||07-July|24.0|
|||08-August|29.0|
|||09-September|45.0|
|||10-October|27.0|
|||11-November|66.0|
|||12-December|43.0|
|2. (Second Hand Sales)|2014|01-January|33.0|
|||02-February|25.0|
|||03-March|33.0|
|||04-April|18.0|
|||05-May|44.0|
|||06-June|46.0|
|||07-July|38.0|
|||08-August|45.0|
|||09-September|34.0|
|||10-October|38.0|
|||11-November|34.0|
|||12-December|42.0|
Bolu|1. (First Sales)|2014|01-January|289.0|
|||02-February|226.0|
|||03-March|234.0|
|||04-April|203.0|
|||05-May|286.0|
|||06-June|270.0|
|||07-July|264.0|
|||08-August|303.0|
|||09-September|332.0|
|||10-October|256.0|
|||11-November|261.0|
|||12-December|377.0|
|2. (Second Hand Sales)|2014|01-January|227.0|
|||02-February|163.0|
|||03-March|217.0|
|||04-April|131.0|
|||05-May|226.0|
|||06-June|222.0|
|||07-July|221.0|
|||08-August|220.0|
|||09-September|283.0|
|||10-October|242.0|
|||11-November|233.0|
|||12-December|278.0|
Burdur|1. (First Sales)|2014|01-January|76.0|
|||02-February|66.0|
|||03-March|86.0|
|||04-April|87.0|
|||05-May|125.0|
|||06-June|66.0|
|||07-July|87.0|
|||08-August|122.0|
|||09-September|118.0|
|||10-October|138.0|
|||11-November|98.0|
|||12-December|137.0|
|2. (Second Hand Sales)|2014|01-January|63.0|
|||02-February|58.0|
|||03-March|53.0|
|||04-April|51.0|
|||05-May|74.0|
|||06-June|77.0|
|||07-July|65.0|
|||08-August|97.0|
|||09-September|91.0|
|||10-October|77.0|
|||11-November|83.0|
|||12-December|92.0|
Bursa|1. (First Sales)|2014|01-January|1646.0|
|||02-February|1528.0|
|||03-March|1586.0|
|||04-April|1401.0|
|||05-May|1443.0|
|||06-June|1469.0|
|||07-July|1456.0|
|||08-August|1670.0|
|||09-September|1929.0|
|||10-October|1525.0|
|||11-November|1818.0|
|||12-December|2490.0|
|2. (Second Hand Sales)|2014|01-January|1780.0|
|||02-February|1576.0|
|||03-March|1639.0|
|||04-April|1699.0|
|||05-May|1754.0|
|||06-June|1788.0|
|||07-July|1522.0|
|||08-August|1988.0|
|||09-September|2220.0|
|||10-October|1910.0|
|||11-November|2112.0|
|||12-December|2488.0|
Çanakkale|1. (First Sales)|2014|01-January|417.0|
|||02-February|333.0|
|||03-March|407.0|
|||04-April|422.0|
|||05-May|415.0|
|||06-June|381.0|
|||07-July|461.0|
|||08-August|619.0|
|||09-September|534.0|
|||10-October|411.0|
|||11-November|445.0|
|||12-December|645.0|
|2. (Second Hand Sales)|2014|01-January|329.0|
|||02-February|302.0|
|||03-March|330.0|
|||04-April|351.0|
|||05-May|326.0|
|||06-June|331.0|
|||07-July|433.0|
|||08-August|505.0|
|||09-September|534.0|
|||10-October|412.0|
|||11-November|403.0|
|||12-December|617.0|
Çankırı|1. (First Sales)|2014|01-January|86.0|
|||02-February|59.0|
|||03-March|119.0|
|||04-April|81.0|
|||05-May|66.0|
|||06-June|85.0|
|||07-July|91.0|
|||08-August|140.0|
|||09-September|147.0|
|||10-October|95.0|
|||11-November|161.0|
|||12-December|254.0|
|2. (Second Hand Sales)|2014|01-January|73.0|
|||02-February|74.0|
|||03-March|68.0|
|||04-April|85.0|
|||05-May|71.0|
|||06-June|82.0|
|||07-July|67.0|
|||08-August|100.0|
|||09-September|94.0|
|||10-October|105.0|
|||11-November|109.0|
|||12-December|127.0|
Çorum|1. (First Sales)|2014|01-January|266.0|
|||02-February|229.0|
|||03-March|220.0|
|||04-April|219.0|
|||05-May|264.0|
|||06-June|280.0|
|||07-July|246.0|
|||08-August|397.0|
|||09-September|412.0|
|||10-October|292.0|
|||11-November|281.0|
|||12-December|473.0|
|2. (Second Hand Sales)|2014|01-January|344.0|
|||02-February|298.0|
|||03-March|289.0|
|||04-April|277.0|
|||05-May|294.0|
|||06-June|326.0|
|||07-July|291.0|
|||08-August|411.0|
|||09-September|511.0|
|||10-October|332.0|
|||11-November|349.0|
|||12-December|464.0|
Denizli|1. (First Sales)|2014|01-January|571.0|
|||02-February|545.0|
|||03-March|447.0|
|||04-April|479.0|
|||05-May|437.0|
|||06-June|542.0|
|||07-July|482.0|
|||08-August|599.0|
|||09-September|602.0|
|||10-October|449.0|
|||11-November|486.0|
|||12-December|1076.0|
|2. (Second Hand Sales)|2014|01-January|553.0|
|||02-February|485.0|
|||03-March|483.0|
|||04-April|438.0|
|||05-May|467.0|
|||06-June|523.0|
|||07-July|408.0|
|||08-August|632.0|
|||09-September|709.0|
|||10-October|525.0|
|||11-November|556.0|
|||12-December|710.0|
Diyarbakır|1. (First Sales)|2014|01-January|522.0|
|||02-February|448.0|
|||03-March|441.0|
|||04-April|529.0|
|||05-May|542.0|
|||06-June|616.0|
|||07-July|441.0|
|||08-August|568.0|
|||09-September|697.0|
|||10-October|573.0|
|||11-November|651.0|
|||12-December|1105.0|
|2. (Second Hand Sales)|2014|01-January|415.0|
|||02-February|486.0|
|||03-March|475.0|
|||04-April|548.0|
|||05-May|499.0|
|||06-June|533.0|
|||07-July|428.0|
|||08-August|602.0|
|||09-September|766.0|
|||10-October|566.0|
|||11-November|620.0|
|||12-December|765.0|
Düzce|1. (First Sales)|2014|01-January|106.0|
|||02-February|131.0|
|||03-March|151.0|
|||04-April|129.0|
|||05-May|173.0|
|||06-June|178.0|
|||07-July|207.0|
|||08-August|239.0|
|||09-September|250.0|
|||10-October|213.0|
|||11-November|257.0|
|||12-December|347.0|
|2. (Second Hand Sales)|2014|01-January|126.0|
|||02-February|157.0|
|||03-March|136.0|
|||04-April|135.0|
|||05-May|156.0|
|||06-June|163.0|
|||07-July|127.0|
|||08-August|207.0|
|||09-September|199.0|
|||10-October|165.0|
|||11-November|226.0|
|||12-December|216.0|
Edirne|1. (First Sales)|2014|01-January|234.0|
|||02-February|184.0|
|||03-March|216.0|
|||04-April|210.0|
|||05-May|249.0|
|||06-June|241.0|
|||07-July|231.0|
|||08-August|292.0|
|||09-September|262.0|
|||10-October|248.0|
|||11-November|268.0|
|||12-December|294.0|
|2. (Second Hand Sales)|2014|01-January|210.0|
|||02-February|210.0|
|||03-March|246.0|
|||04-April|273.0|
|||05-May|260.0|
|||06-June|245.0|
|||07-July|243.0|
|||08-August|306.0|
|||09-September|366.0|
|||10-October|289.0|
|||11-November|285.0|
|||12-December|313.0|
Elazığ|1. (First Sales)|2014|01-January|307.0|
|||02-February|184.0|
|||03-March|231.0|
|||04-April|277.0|
|||05-May|259.0|
|||06-June|363.0|
|||07-July|248.0|
|||08-August|458.0|
|||09-September|432.0|
|||10-October|407.0|
|||11-November|401.0|
|||12-December|426.0|
|2. (Second Hand Sales)|2014|01-January|408.0|
|||02-February|327.0|
|||03-March|369.0|
|||04-April|409.0|
|||05-May|424.0|
|||06-June|415.0|
|||07-July|327.0|
|||08-August|562.0|
|||09-September|617.0|
|||10-October|551.0|
|||11-November|431.0|
|||12-December|488.0|
Erzincan|1. (First Sales)|2014|01-January|89.0|
|||02-February|191.0|
|||03-March|86.0|
|||04-April|68.0|
|||05-May|73.0|
|||06-June|122.0|
|||07-July|111.0|
|||08-August|111.0|
|||09-September|104.0|
|||10-October|114.0|
|||11-November|115.0|
|||12-December|164.0|
|2. (Second Hand Sales)|2014|01-January|76.0|
|||02-February|45.0|
|||03-March|54.0|
|||04-April|67.0|
|||05-May|65.0|
|||06-June|76.0|
|||07-July|67.0|
|||08-August|94.0|
|||09-September|97.0|
|||10-October|73.0|
|||11-November|86.0|
|||12-December|96.0|
Erzurum|1. (First Sales)|2014|01-January|280.0|
|||02-February|242.0|
|||03-March|183.0|
|||04-April|150.0|
|||05-May|217.0|
|||06-June|168.0|
|||07-July|290.0|
|||08-August|274.0|
|||09-September|352.0|
|||10-October|280.0|
|||11-November|401.0|
|||12-December|337.0|
|2. (Second Hand Sales)|2014|01-January|245.0|
|||02-February|212.0|
|||03-March|215.0|
|||04-April|329.0|
|||05-May|260.0|
|||06-June|244.0|
|||07-July|195.0|
|||08-August|282.0|
|||09-September|305.0|
|||10-October|309.0|
|||11-November|279.0|
|||12-December|328.0|
Eskişehir|1. (First Sales)|2014|01-January|925.0|
|||02-February|739.0|
|||03-March|799.0|
|||04-April|680.0|
|||05-May|711.0|
|||06-June|885.0|
|||07-July|873.0|
|||08-August|1029.0|
|||09-September|1209.0|
|||10-October|840.0|
|||11-November|1045.0|
|||12-December|1321.0|
|2. (Second Hand Sales)|2014|01-January|584.0|
|||02-February|608.0|
|||03-March|587.0|
|||04-April|670.0|
|||05-May|754.0|
|||06-June|706.0|
|||07-July|688.0|
|||08-August|795.0|
|||09-September|956.0|
|||10-October|690.0|
|||11-November|830.0|
|||12-December|997.0|
Gaziantep|1. (First Sales)|2014|01-January|889.0|
|||02-February|653.0|
|||03-March|874.0|
|||04-April|1018.0|
|||05-May|951.0|
|||06-June|973.0|
|||07-July|847.0|
|||08-August|1036.0|
|||09-September|1248.0|
|||10-October|917.0|
|||11-November|1169.0|
|||12-December|1322.0|
|2. (Second Hand Sales)|2014|01-January|679.0|
|||02-February|703.0|
|||03-March|767.0|
|||04-April|760.0|
|||05-May|881.0|
|||06-June|821.0|
|||07-July|751.0|
|||08-August|945.0|
|||09-September|982.0|
|||10-October|813.0|
|||11-November|940.0|
|||12-December|1230.0|
Giresun|1. (First Sales)|2014|01-January|145.0|
|||02-February|162.0|
|||03-March|168.0|
|||04-April|199.0|
|||05-May|157.0|
|||06-June|178.0|
|||07-July|154.0|
|||08-August|234.0|
|||09-September|330.0|
|||10-October|221.0|
|||11-November|230.0|
|||12-December|299.0|
|2. (Second Hand Sales)|2014|01-January|164.0|
|||02-February|165.0|
|||03-March|118.0|
|||04-April|167.0|
|||05-May|172.0|
|||06-June|157.0|
|||07-July|137.0|
|||08-August|250.0|
|||09-September|251.0|
|||10-October|202.0|
|||11-November|197.0|
|||12-December|255.0|
Gümüşhane|1. (First Sales)|2014|01-January|23.0|
|||02-February|17.0|
|||03-March|30.0|
|||04-April|32.0|
|||05-May|32.0|
|||06-June|44.0|
|||07-July|34.0|
|||08-August|81.0|
|||09-September|64.0|
|||10-October|53.0|
|||11-November|68.0|
|||12-December|70.0|
|2. (Second Hand Sales)|2014|01-January|28.0|
|||02-February|26.0|
|||03-March|14.0|
|||04-April|19.0|
|||05-May|17.0|
|||06-June|20.0|
|||07-July|16.0|
|||08-August|34.0|
|||09-September|29.0|
|||10-October|23.0|
|||11-November|29.0|
|||12-December|34.0|
Hakkari|1. (First Sales)|2014|01-January|1.0|
|||02-February|0.0|
|||03-March|82.0|
|||04-April|8.0|
|||05-May|9.0|
|||06-June|5.0|
|||07-July|2.0|
|||08-August|9.0|
|||09-September|6.0|
|||10-October|15.0|
|||11-November|23.0|
|||12-December|12.0|
|2. (Second Hand Sales)|2014|01-January|2.0|
|||02-February|0.0|
|||03-March|4.0|
|||04-April|0.0|
|||05-May|3.0|
|||06-June|9.0|
|||07-July|4.0|
|||08-August|3.0|
|||09-September|4.0|
|||10-October|3.0|
|||11-November|1.0|
|||12-December|5.0|
Hatay|1. (First Sales)|2014|01-January|632.0|
|||02-February|592.0|
|||03-March|679.0|
|||04-April|494.0|
|||05-May|638.0|
|||06-June|605.0|
|||07-July|577.0|
|||08-August|772.0|
|||09-September|646.0|
|||10-October|677.0|
|||11-November|711.0|
|||12-December|999.0|
|2. (Second Hand Sales)|2014|01-January|549.0|
|||02-February|541.0|
|||03-March|610.0|
|||04-April|547.0|
|||05-May|562.0|
|||06-June|676.0|
|||07-July|602.0|
|||08-August|798.0|
|||09-September|759.0|
|||10-October|649.0|
|||11-November|636.0|
|||12-December|869.0|
Iğdır|1. (First Sales)|2014|01-January|32.0|
|||02-February|39.0|
|||03-March|22.0|
|||04-April|25.0|
|||05-May|30.0|
|||06-June|24.0|
|||07-July|60.0|
|||08-August|92.0|
|||09-September|125.0|
|||10-October|110.0|
|||11-November|101.0|
|||12-December|100.0|
|2. (Second Hand Sales)|2014|01-January|35.0|
|||02-February|21.0|
|||03-March|28.0|
|||04-April|29.0|
|||05-May|29.0|
|||06-June|26.0|
|||07-July|32.0|
|||08-August|37.0|
|||09-September|46.0|
|||10-October|29.0|
|||11-November|24.0|
|||12-December|35.0|
Isparta|1. (First Sales)|2014|01-January|151.0|
|||02-February|129.0|
|||03-March|131.0|
|||04-April|191.0|
|||05-May|214.0|
|||06-June|136.0|
|||07-July|152.0|
|||08-August|220.0|
|||09-September|256.0|
|||10-October|178.0|
|||11-November|210.0|
|||12-December|256.0|
|2. (Second Hand Sales)|2014|01-January|164.0|
|||02-February|127.0|
|||03-March|135.0|
|||04-April|147.0|
|||05-May|152.0|
|||06-June|267.0|
|||07-July|206.0|
|||08-August|241.0|
|||09-September|250.0|
|||10-October|188.0|
|||11-November|183.0|
|||12-December|230.0|
İstanbul|1. (First Sales)|2014|01-January|7644.0|
|||02-February|7881.0|
|||03-March|8235.0|
|||04-April|7567.0|
|||05-May|7707.0|
|||06-June|9215.0|
|||07-July|7917.0|
|||08-August|8017.0|
|||09-September|9447.0|
|||10-October|7869.0|
|||11-November|8828.0|
|||12-December|12609.0|
|2. (Second Hand Sales)|2014|01-January|9845.0|
|||02-February|9240.0|
|||03-March|9483.0|
|||04-April|9563.0|
|||05-May|10145.0|
|||06-June|10037.0|
|||07-July|9199.0|
|||08-August|9332.0|
|||09-September|11476.0|
|||10-October|9371.0|
|||11-November|10738.0|
|||12-December|14089.0|
İzmir|1. (First Sales)|2014|01-January|2127.0|
|||02-February|2110.0|
|||03-March|2698.0|
|||04-April|2089.0|
|||05-May|2511.0|
|||06-June|2230.0|
|||07-July|2160.0|
|||08-August|2231.0|
|||09-September|2785.0|
|||10-October|2204.0|
|||11-November|2527.0|
|||12-December|3685.0|
|2. (Second Hand Sales)|2014|01-January|3173.0|
|||02-February|3018.0|
|||03-March|3153.0|
|||04-April|3092.0|
|||05-May|3366.0|
|||06-June|3180.0|
|||07-July|3121.0|
|||08-August|3541.0|
|||09-September|4318.0|
|||10-October|3568.0|
|||11-November|4095.0|
|||12-December|4797.0|
Kahramanmaraş|1. (First Sales)|2014|01-January|422.0|
|||02-February|311.0|
|||03-March|377.0|
|||04-April|342.0|
|||05-May|446.0|
|||06-June|536.0|
|||07-July|508.0|
|||08-August|742.0|
|||09-September|631.0|
|||10-October|596.0|
|||11-November|586.0|
|||12-December|931.0|
|2. (Second Hand Sales)|2014|01-January|294.0|
|||02-February|279.0|
|||03-March|322.0|
|||04-April|308.0|
|||05-May|337.0|
|||06-June|339.0|
|||07-July|315.0|
|||08-August|443.0|
|||09-September|414.0|
|||10-October|347.0|
|||11-November|377.0|
|||12-December|434.0|
Karabük|1. (First Sales)|2014|01-January|129.0|
|||02-February|107.0|
|||03-March|162.0|
|||04-April|189.0|
|||05-May|157.0|
|||06-June|194.0|
|||07-July|218.0|
|||08-August|303.0|
|||09-September|299.0|
|||10-October|233.0|
|||11-November|237.0|
|||12-December|292.0|
|2. (Second Hand Sales)|2014|01-January|98.0|
|||02-February|101.0|
|||03-March|131.0|
|||04-April|138.0|
|||05-May|124.0|
|||06-June|151.0|
|||07-July|123.0|
|||08-August|221.0|
|||09-September|189.0|
|||10-October|153.0|
|||11-November|144.0|
|||12-December|198.0|
Karaman|1. (First Sales)|2014|01-January|53.0|
|||02-February|71.0|
|||03-March|82.0|
|||04-April|74.0|
|||05-May|111.0|
|||06-June|99.0|
|||07-July|75.0|
|||08-August|172.0|
|||09-September|130.0|
|||10-October|114.0|
|||11-November|124.0|
|||12-December|128.0|
|2. (Second Hand Sales)|2014|01-January|95.0|
|||02-February|71.0|
|||03-March|88.0|
|||04-April|102.0|
|||05-May|95.0|
|||06-June|102.0|
|||07-July|80.0|
|||08-August|152.0|
|||09-September|138.0|
|||10-October|91.0|
|||11-November|93.0|
|||12-December|106.0|
Kars|1. (First Sales)|2014|01-January|57.0|
|||02-February|48.0|
|||03-March|54.0|
|||04-April|57.0|
|||05-May|49.0|
|||06-June|54.0|
|||07-July|82.0|
|||08-August|109.0|
|||09-September|127.0|
|||10-October|164.0|
|||11-November|165.0|
|||12-December|156.0|
|2. (Second Hand Sales)|2014|01-January|24.0|
|||02-February|36.0|
|||03-March|53.0|
|||04-April|28.0|
|||05-May|37.0|
|||06-June|43.0|
|||07-July|40.0|
|||08-August|55.0|
|||09-September|54.0|
|||10-October|56.0|
|||11-November|68.0|
|||12-December|78.0|
Kastamonu|1. (First Sales)|2014|01-January|202.0|
|||02-February|155.0|
|||03-March|159.0|
|||04-April|164.0|
|||05-May|199.0|
|||06-June|180.0|
|||07-July|195.0|
|||08-August|464.0|
|||09-September|364.0|
|||10-October|291.0|
|||11-November|302.0|
|||12-December|349.0|
|2. (Second Hand Sales)|2014|01-January|121.0|
|||02-February|121.0|
|||03-March|134.0|
|||04-April|127.0|
|||05-May|149.0|
|||06-June|183.0|
|||07-July|142.0|
|||08-August|226.0|
|||09-September|172.0|
|||10-October|152.0|
|||11-November|160.0|
|||12-December|231.0|
Kayseri|1. (First Sales)|2014|01-January|821.0|
|||02-February|805.0|
|||03-March|897.0|
|||04-April|723.0|
|||05-May|739.0|
|||06-June|878.0|
|||07-July|891.0|
|||08-August|1158.0|
|||09-September|1131.0|
|||10-October|923.0|
|||11-November|978.0|
|||12-December|1460.0|
|2. (Second Hand Sales)|2014|01-January|1366.0|
|||02-February|1261.0|
|||03-March|1181.0|
|||04-April|1134.0|
|||05-May|1185.0|
|||06-June|1419.0|
|||07-July|1132.0|
